product_name,category,discounted_price,actual_price,discount_percentage,rating_count,about_product,product_link
"Mi Air Purifier 3 with True HEPA Filter, removes air pollutants, smoke, odor, bacteria & viruses with 99.97% efficiency, coverage area up to 484 sq. ft., Wi-Fi & Voice control - Alexa/GA (white)","Home&Kitchen|Heating,Cooling&AirQuality|AirPurifiers|HEPAAirPurifiers","₹9,970","₹12,999",23%,"4,049","True HEPA Filter with filtration efficiency of 99.97% for particle size up to 0.1 microns;OLED touch Display (Shows real time PM2.5 concentration, Temperature and humidity, Wi-Fi connection and Working mode)|Smart app control, Rated Frequency: 50/60 Hz;Works with Google assistant and Amazon Alexa; 360 Degree Air intake with 3 Layer Filtration;High CADR of 380 m3/h|Effective coverage area upto 484 sqft;Warranty: 1 year warranty from date of purchase on main device (excluding filter)|Power: 38 watts;Includes: Air Purifier, Filter, User Guide, Power cord|Size Name: Medium",https://www.amazon.in/Mi-Purifier-Filter-Smart-Connectivity/dp/B0811VCGL5/ref=sr_1_182?qid=1672923600&s=kitchen&sr=1-182
Bajaj Frore 1200 mm Ceiling Fan (Brown),"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans","₹1,399","₹2,660",47%,"9,349","Sweep : 1200mm, Power : 56W, Air Delivery : 205CMM;Double Ball Bearing : Increases load bearing capacity and durability|Quick-start High Torque Motor : Provides instant comfort by achieving high performance quickly;Ribbed Blades : Improves Blades Stability|Warranty : 2 years on product;Warranty: 2 years|Power: 56 watts;Includes: 1 Ceiling Fan|Mounting Type: Downrod Mount; Material Type: Acrylonitrile Butadiene Styrene; Controller Type: Button Control",https://www.amazon.in/Bajaj-Frore-1200-Brown-Ceiling/dp/B07SPVMSC6/ref=sr_1_192?qid=1672923600&s=kitchen&sr=1-192
ACTIVA 1200 MM HIGH SPEED 390 RPM BEE APPROVED 5 STAR RATED APSRA CEILING FAN BROWN 2 Years Warranty,"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans","₹1,099","₹1,990",45%,"5,911","Box Contains: Fan Motor, Blade Set, Canopy Set, Downroad and Shackle, Manufactured Under The Guidance Of Highly Qualified Engineers To Ensure The Life Of Product, For Help Or Guidance Call On Our CC, Note: Self Installation and product will be repaired in our service center.|Material Type: Aluminium; Controller Type: Button Control; Mounting Type: Downrod Mount; Finish Type: Painted",https://www.amazon.in/ACTIVA-APSRA-Approved-Ceiling-Warranty/dp/B07ZJND9B9/ref=sr_1_315?qid=1672923607&s=kitchen&sr=1-315
atomberg Renesa 1200mm BLDC Motor with Remote 3 Blade Energy Saving Ceiling Fan (Matt Black),"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans","₹3,569","₹5,190",31%,"28,629","SUPER ENERGY EFFICIENT BLDC MOTOR: Consumes only 28W(at speed 5). Save up to Rs 1500 every year on your electricity bill. Runs 3 times longer on an inverter battery as compared to an ordinary fan.|INVERTER STABILIZATION TECHNOLOGY: Runs consistently at the same speed even with fluctuating input voltage between 140-285V.|HIGH SPEED & AIRFLOW: Powered by the atomSENSE algorithm, the Renesa operates at speeds upto 360 RPM and delivers air at the rate of 235 CMM.|SMART REMOTE: 3 smart features - Boost mode, timer and sleep mode to provide you the best experience. Change the speed of the fan at the click of a button, NO REGULATOR REQUIRED.|2+1 YEAR ON-SITE WARRANTY: Atomberg Renesa comes with a standard two years warranty. Additional one year warranty can be availed by registering your purchase on the Atomberg website.",https://www.amazon.in/Atomberg-Renesa-Motor-Remote-Ceiling/dp/B08Y5QJXSR/ref=sr_1_158?qid=1672923598&s=kitchen&sr=1-158
Havells Ventil Air DX 200mm Exhaust Fan (White),"Home&Kitchen|Heating,Cooling&AirQuality|Fans|ExhaustFans","₹1,999","₹2,360",15%,"7,801","Includes: 1 Fan;No. of blades: 5 ; Motor type: Normal Speed ; Motor protection through thermal overload protection device: No|Sweep size: 200mm, The exhaust fan is made of sturdy engineering plastic. This kind of plastic offers excellent impact and abrasion resistance, Rated Speed 1350 revolution per minute, blade design Aerodynamically designed & Balanced Blade;Product Dimensions: 20 x 16 x 30 cm , Warranty: 2 years on product|Power: 32 watts; Operating Voltage: 230 volts, Air delivery: 520 cmh ; Speed: 1350 RPM ; Number of blades: 5. Noise level:42 dB;Product Dimensions: 33 x 15.5 x 33.3 cm , Warranty: 2 years on product. Includes: 1 Fan|Controller Type: Button Control; Mounting Type: Wall Mount; Finish Type: Glossy",https://www.amazon.in/Havells-FHVVEDXOWH08-Ventil-200mm-White/dp/B00KIDSU8S/ref=sr_1_465?qid=1672923615&s=kitchen&sr=1-465
"Luminous Vento Deluxe 150 mm Exhaust Fan for Kitchen, Bathroom with Strong Air Suction, Rust Proof Body and Dust Protection Shutters (2-Year Warranty, White)","Home&Kitchen|Heating,Cooling&AirQuality|Fans|ExhaustFans",₹999,"₹1,490",33%,"12,999","Performance: Sweep Size: 150 mm, Cut Out Size: Sq. 192 x 192 mm Power: 30 Watt, Air Delivery Rate: 250 CMH, RPM: 1350, Suitable Room Size: 6 x 6 x 9 feet|Strong Air Suction: The motor produces an RPM of 1350 that enables this ventilation fan to draw out stale air quickly and make the room fresh|Blade Design: The blades are specially designed to produce the highest amount of rotation making the ventilation process quick and efficient|Rust Proof Body: Maintain the pristine appearance of your fan for a long time because it is built with an effective rust-proof body that will withstand corrosion over time|Dust Protection Shutters: When not in use these shutters will remain shut to prevent dust and insects from entering keeping your home neat and tidy|Air Delivery Rate: High-end engineering of this exhaust fan allows it to create an air delivery rate of 250 CMH to keep the room cool|Sweep Size: This exhaust fan produces the lowest amount of buffeting while maintaining efficient performance as blades are positioned perfectly at 150 mm",https://www.amazon.in/Luminous-Vento-Deluxe-30-Watt-Ventilator/dp/B00O2R38C4/ref=sr_1_126?qid=1672923597&s=kitchen&sr=1-126
Havells Ventil Air DSP 230mm Exhaust Fan (Pista Green),"Home&Kitchen|Heating,Cooling&AirQuality|Fans|ExhaustFans","₹1,399","₹1,890",26%,"8,031","Fan sweep area: 230 MM ; Noise level: (40 - 45) dB; Fan body dimension (Length x Width x Depth): 290MM x 290MM x 200MM|With bird guard to protect the fan in running condition, Air flow rate: 510 cmh , Speed: 1350 RPM , Sweep size: 230 mm , Guard: 29 Spokes. Rated frequency : 50 Hz. Pull cord : No|Powder coated metallic finish, Adjustable upward and downward tilt mechanism: No|Sturdy steel bird guard with specially designed metal blade|For any functional defect, please reach out to customer care team @ Email: customercare@h",https://www.amazon.in/Havells-Ventilair-230mm-Exhaust-Grey/dp/B00J5DYCCA/ref=sr_1_505?qid=1672923617&s=kitchen&sr=1-505
"AmazonBasics High Speed 55 Watt Oscillating Pedestal Fan, 400mm Sweep Length, White (Without Remote)","Home&Kitchen|Heating,Cooling&AirQuality|Fans|PedestalFans","₹1,982.84","₹3,300",40%,"5,873","High speed pedestal fan with top speed of 1456 RPM generating air delivery of 65 CMM to 73 CMM;Comes with aerodynamically designed blades and 3-speed options. Total sweep length 400mm|Cools wide areas using automated oscillation function with coverage of 78 degree. Jerk free and smooth oscillation for uniform cooling;Easy to operate with 3 angles of vertical tilting that can be adjusted with a single hand. Height can be adjusted from 115 cm to 135 cm. Power: 55 W|Tested against international standards on multiple parameters for durability, safety and performance. Tested for stability and safety against electric shock and fire hazard;2 years limited warranty on manufacturing defects|Mounting Type: Free Standing; Material Type: Plastic; Controller Type: Remote Control",https://www.amazon.in/AmazonBasics-400mm-Pedestal-Remote-White/dp/B07NPBG1B4/ref=sr_1_477?qid=1672923615&s=kitchen&sr=1-477
Havells Gatik Neo 400mm Pedestal Fan (Aqua Blue),"Home&Kitchen|Heating,Cooling&AirQuality|Fans|TableFans","₹2,399","₹4,200",43%,397,Twin Colour design.Wattage: 60 watts.Voltage: 230 volts.Number of speeds: 3|Jerk free / Smooth Oscillation|Three speed control|Attractive colour combinations; 2 Years Warranty|Controller Type: Remote Control; Mounting Type: Floor Mount; Material Type: Plastic,https://www.amazon.in/Havells-Gatik-400mm-Pedestal-White/dp/B09VL9KFDB/ref=sr_1_333?qid=1672923609&s=kitchen&sr=1-333
"BAJAJ PYGMY MINI 110 MM 10 W HIGH SPEED OPERATION, USB CHARGING, MULTI-CLIP FUNCTION PERSONAL FAN","Home&Kitchen|Heating,Cooling&AirQuality|Fans|TableFans",₹948,"₹1,620",41%,"4,370","It is designed with Multi-Utility Clamp Mechanism; Enables table as well as wall operation|Easy charging compatibility with existing power cables|Li-Ion Battery with 4 hours’ battery backup provides continual operation during power cut and uninterrupted air delivery|With a size of 158 L x 95 W x 204 H MM, it gives instant comfort with high speed operation and high air thrust.|Mounting Type: Tabletop; Material Type: Plastic",https://www.amazon.in/OPERATION-CHARGING-MULTI-CLIP-FUNCTION-PERSONAL/dp/B08VJFYH6N/ref=sr_1_279?qid=1672923606&s=kitchen&sr=1-279
"AGARO Glory Cool Mist Ultrasonic Humidifier, 4.5Litres, For Large Area, Room, Home, Office, Adjustable Mist Output, Ceramic Ball Filter, Ultra Quiet, 360° Rotatable Nozzle, Auto Shut Off, Grey","Home&Kitchen|Heating,Cooling&AirQuality|Humidifiers","₹3,290","₹5,799",43%,168,"Works on ultrasonic technology to humidify the room for skin hydration, assist for sound sleep, effortless breathing.|4.5 Litres large capacity water tank moisturises the air up to 15 hours and enables a cool and fresh atmosphere. Comes with a handle at the side of the filling inlet for easy handling of the product while filling with water.|Comes with a top handle for easy removing of top half of the product|Suitable for up to 20 sq meters/215 sq ft room area such as large room, baby room, living room, office|Comes with removable ceramic ball filter to prevent water scalding and remove impurities from the water in the humidifier to give a clean moisture in your room|Comes with a dial control knob which can be adjusted to control the mist output for an ideal humidity level as per your requirement with max 300 ml/hr|Comes with filter for filtering out the dust",https://www.amazon.in/AGARO-Ultrasonic-Humidifier-4-5Litres-Adjustable/dp/B09P182Z2H/ref=sr_1_441?qid=1672923614&s=kitchen&sr=1-441
"Allin Exporters J66 Ultrasonic Humidifier Cool Mist Air Purifier for Dryness, Cold & Cough Large Capacity for Room, Baby, Plants, Bedroom (2.4 L) (1 Year Warranty)","Home&Kitchen|Heating,Cooling&AirQuality|Humidifiers","₹2,249","₹3,550",37%,"3,973","Improve air condition: this cool mist ultrasonic humidifier could prevent dry or chapped skin, stuffy air, flu germs in dry conditions. Humidify the air, breathe easier, and relieve cough and sinus congestion due to colds, allergies, and flu|Essential oil and any other oils are not recommended to use in humidifier as these are made of abs grade plastic to ensure hygienic mist generation that may react with essential oils (like Citrus oils) to diffuse harmful and reactive mist. If you're looking to have humidification and aroma diffuser in one unit, try our range of 2-in-1 ultrasonic diffusers and humidifiers that are made without bpa plastic and are safe to use essential oils and other aroma and maintaining humidity in the interiors|Germproof water tank: covered with antimicrobial coating, the water tank of this humidifier will prevent the growth of mold and mildew and provides clean cool mist Adjustable mist spray and auto shut-off: the mist output can be adjusted at random while the highest mist capacity is 380ml/h. It will be shut off automatically when out of water or at low water level for protection|Long working hour: extra-large 2.4L tank capacity allows 12 hours working time under highest mist mode (up to 24 hours at minimum output setting) after refilling|1 Year Offsite Warranty against manufacturing defects. Visit our service center or send the product via courier. One-way courier charge will be borne by the Customer.",https://www.amazon.in/Allin-Exporters-Ultrasonic-Humidifier-Purifier/dp/B01M69WCZ6/ref=sr_1_293?qid=1672923606&s=kitchen&sr=1-293
"Larrito wooden Cool Mist Humidifiers Essential Oil Diffuser Aroma Air Humidifier with Colorful Change for Car, Office, Babies, humidifiers for home, air humidifier for room (WOODEN HUMIDIFIRE-A)","Home&Kitchen|Heating,Cooling&AirQuality|Humidifiers",₹499,₹799,38%,212,"ANION FUNCTION - Air negative ions can restore from atmospheric pollutants, nitrogen oxides, cigarettes and other active oxygen, oxygen free radical, reduce excessive reactive oxygen species to the harm of human body; The air is cleared after the neutralization of the positive electric air|TIMING FUNCTIONS - Intelligent anti-dry, 4 hours automatic power, safe and reliable; Timing function is more reassuring|COLORFUL NIGHT LIGHT - The diffuser has 7 colored LEDs for a beautiful, soothing atmosphere or the use as night light|LOW NOISE - Ultrasonic technology make sure that your work or sleep will not be interfered by it. The humidifier is so Whisper-quiet with elegant mist|ECO- FRIENDLY - Environmental friendly ABS and PP, nontoxic, odour-free, corrosion resistant and durable. Compare with similar items",https://www.amazon.in/Larrito-Humidifiers-Humidifier-humidifiers-HUMIDIFIRE/dp/B0B97D658R/ref=sr_1_484?qid=1672923617&s=kitchen&sr=1-484
Monitor AC Stand/Heavy Duty Air Conditioner Outdoor Unit Mounting Bracket,"Home&Kitchen|Heating,Cooling&AirQuality|Parts&Accessories|FanParts&Accessories",₹699,"₹1,690",59%,"3,524","For AC Outdoor Unit Wall Mounting|For Upto 1.0 / 1.5 / 2.0 Ton AC Outdoor Unit|Net Weight 3.2 KGS|Easy To Install and set up|Heavy Duty GI Steel , Weight Carrying utpo 150 Kgs",https://www.amazon.in/Monitor-Split-AC-Stand-White/dp/B01CS4A5V4/ref=sr_1_459?qid=1672923614&s=kitchen&sr=1-459
"Morphy Richards OFR Room Heater, 09 Fin 2000 Watts Oil Filled Room Heater , ISI Approved (OFR 9 Grey)","Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters","₹6,549","₹13,999",53%,"2,961","The oil-filled radiator with 9 fins will ensure that the warmth reaches the farthest corners of your room. The thin fins allow the heat to be transferred more rapidly from the heater into the room, raising the temperature in the room in just a few minutes;Adjustable thermostat to maintain desired room temperature. Touch Sensor : No|Castor wheels with mounting plate for easy mobility, Back cover & humidifier;Power selection knob|Warranty: 1 year on product;Power: 2 watts|Includes: Oil filled radiator and Warranty card|Size Name: Standard",https://www.amazon.in/Morphy-Richards-OFR-09-2000-Watt/dp/B01M5F614J/ref=sr_1_29?qid=1672923591&s=kitchen&sr=1-29
